,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name
787,Burger King,"310 east beach boulevard, long beach, ms, 39560, us",7.3529487179487205,5.39,5.994320519003772,4.398717948717948,156,220+,6.49,11.69,2.79,3.89,3.39,,ms,39560,Harrison
788,McDonald,"310 n interstate 35, round rock, tx, 78681, us",5.870147058823541,4.89,4.101574659110335,4.6,150,1,6.49,11.19,2.99,2.69,3.59,,tx,78681,Williamson
789,Jack in the Box,"16330 r r 620, round rock, tx, 78681, us",8.536168831168805,7.86,4.05209857414808,4.4,308,500+,6.11,12.35,4.11,3.74,5.36,,tx,78681,Williamson
790,Jack in the Box,"2120 south interstate 35, round rock, tx, 78681, us",8.585424836601268,7.86,4.05429151905418,4.2,306,1,6.24,12.35,4.11,3.74,5.36,,tx,78681,Williamson
791,Wendy,"10747 e crystal falls pkwy, leander, tx, 78681, us",5.854150943396225,4.87,2.861296997083312,,89,340+,6.94,0.0,3.16,2.79,0.0,4.5,tx,78681,Williamson
792,Wendy,"17560 rr -620, round rock, tx, 78681, us",5.732307692307691,4.87,2.7491156727661576,,176,150+,6.94,0.0,3.16,2.79,0.0,4.6,tx,78681,Williamson
793,Shake Shack,"1402 n interstate hwy 35, round rock, tx, 78681, us",19.774108527131776,7.59,32.42422202332203,4.540304182509505,526,400+,8.19,,7.89,7.59,4.79,,tx,78681,Williamson
794,Burger King,"2500 s i h 35, round rock, tx, 78681, us",7.631402660217652,6.59,5.705275012305617,4.3,1654,700+,7.39,12.19,2.69,3.59,3.39,,tx,78681,Williamson
795,Sonic,"1320, round rock, tx, 78681, us",4.935277777777775,4.3149999999999995,3.047473895714568,4.1,261,240+,0.0,,8.04,,4.01,,tx,78681,Williamson
796,McDonald,"3100 pimlico pkwy, lexington, ky, 40517, us",5.273571428571428,3.6399999999999997,4.0112831862701395,4.1,142,800+,5.89,10.29,2.49,2.39,3.99,,ky,40517,Fayette
797,McDonald,"4131 tates creek centre dr, lexington, usa, lexington-fayette, ky, 40517, us",5.135333333333334,3.69,3.7434211031562494,4.3,136,1,6.12,10.49,2.92,2.39,3.99,,ky,40517,Fayette
798,Shake Shack,"115 summit at fritz farm, lexington, ky, 40517, us",19.142083333333332,7.19,31.507016345459554,4.7,49,700+,7.89,,7.59,7.19,4.19,,ky,40517,Fayette
799,Burger King,"2548 richmond road, lexington, ky, 40517, us",7.447530864197531,6.13,6.015289681532478,4.3,81,440+,6.64,11.76,2.55,3.57,3.83,,ky,40517,Fayette
800,McDonald,"3106 s memorial rd, tulsa, ok, 74145, us",5.013529411764707,3.49,4.0745765544255566,4.2,134,450+,5.89,10.93,2.61,2.47,4.39,,ok,74145,Tulsa
801,McDonald,"4935 s memorial dr, tulsa, ok, 74145, us",5.073949579831934,3.49,4.113314151433391,4.5,133,900+,5.89,10.93,2.61,2.32,4.39,,ok,74145,Tulsa
802,Wendy,"4834 s memorial dr, tulsa, ok, 74145, us",5.506727272727271,4.87,2.795113954122251,,352,46,6.94,0.0,2.79,2.43,0.0,4.3,ok,74145,Tulsa
803,Burger King,"7939 east 41st street, tulsa, ok, 74145, us",6.911117318435746,5.985,5.629148390366117,4.3,358,350+,6.29,10.99,2.39,3.29,3.29,,ok,74145,Tulsa
804,Sonic,"3401 s sheridan rd, tulsa, ok, 74145, us",4.686712328767123,3.89,2.9925428115382235,4.4,175,160+,0.0,,7.67,,3.89,,ok,74145,Tulsa
805,McDonald,"3119 moffet rd, mobile, al, 36607, us",5.056480000000002,4.09,3.578110396508192,4.0,152,170+,5.49,9.12,2.32,2.11,3.19,,al,36607,Mobile
806,McDonald,"3120 n broadway, knoxville, tn, 37917, us",5.537588652482267,3.99,4.021522047120231,4.2,158,1,6.36,11.04,2.46,2.2,3.99,,tn,37917,Knox
807,Wendy,"3000 broadway n.e., knoxville, tn, 37917, us",5.67188679245283,4.87,3.280965145970137,,87,600+,6.94,0.0,1.94,1.7,0.0,4.0,tn,37917,Knox
808,Burger King,"2806 north broadway, knoxville, tn, 37917, us",7.817195121951228,6.99,6.010572042576365,4.2,82,800+,6.99,11.99,3.49,4.99,3.49,,tn,37917,Knox
809,Sonic,"3307 n broadway, knoxville, tn, 37917, us",4.83687943262411,4.01,2.875341517736551,4.22319749216301,319,500+,7.55,0.0,3.89,,0.0,,tn,37917,Knox
810,McDonald,"3120 veterans hwy, bristol, pa, 19007, us",5.905520000000002,3.59,5.896697035595438,4.4,139,1,5.45,10.69,2.97,2.69,4.25,,pa,19007,Bucks
811,McDonald,"3149 n thomas st, memphis, tn, 38127, us",6.312481203007528,5.19,5.090797890993109,3.8,143,600+,6.79,11.99,3.69,2.99,4.49,,tn,38127,Shelby
812,McDonald,"320 w &amp; 200 n, kaysville, ut, 84037, us",4.698869565217386,3.89,3.345486450679846,4.5,131,280+,5.69,9.09,2.69,2.39,3.79,,ut,84037,Davis
813,Wendy,"353 west 200 north, kaysville, ut, 84037, us",5.805882352941177,4.87,2.962654596922998,,85,130+,6.7,0.0,2.79,2.31,0.0,4.3,ut,84037,Davis
814,McDonald,"3211 s padre island dr, corpus christi, tx, 78415, us",7.1826168224299085,5.39,5.961435462907283,4.6,129,380+,5.89,10.99,2.49,2.29,3.89,,tx,78415,Nueces
815,McDonald,"4102 s port ave, corpus christi, tx, 78415-5310, us",6.669621212121212,4.59,5.5094638144910615,4.2,155,210+,5.89,10.99,2.39,2.29,3.89,,tx,78415,Nueces
816,Jack in the Box,"3155 s padre island dr, corpus christi, tx, 78415, us",7.798734939759,6.37,4.511036155342062,4.2,332,470+,9.98,,4.36,5.36,,,tx,78415,Nueces
817,Wendy,"4105 ayers, corpus christi, tx, 78415, us",5.022075471698111,4.26,2.9340521007904896,,430,260+,6.45,0.0,1.94,1.57,0.0,4.4,tx,78415,Nueces
818,Sonic,"3500 ayers street, corpus christi, tx, 78415, us",5.378275862068962,4.87,3.0688378896360167,4.271428571428571,413,260+,,,7.8,,4.26,,tx,78415,Nueces
819,McDonald,"3213 airport blvd, mobile, al, 36606, us",5.102393162393159,4.09,3.56612089032294,4.1,138,290+,5.59,9.49,2.99,2.7,3.39,,al,36606,Mobile
820,Wendy,"3113 airport blvd., mobile, al, 36606, us",5.3074838709677445,4.495,2.7612788279833103,,508,290+,6.58,0.0,2.92,2.67,0.0,4.2,al,36606,Mobile
821,Burger King,"3004 airport boulevard, mobile, al, 36606, us",7.343924050632911,5.39,5.966669961093158,4.2,79,220+,6.49,11.69,2.79,3.89,3.39,,al,36606,Mobile
822,Five Guys,"1225 satchel paige dr, mobile, al, 36606, us",8.841034482758618,8.75,3.0367114072998,4.5,29,500+,13.31,,10.55,9.71,8.39,,al,36606,Mobile
823,McDonald,"322 merchants dr, knoxville, tn, 37912, us",5.464298245614038,4.29,4.251947122448981,4.1,135,1,6.19,9.49,3.19,2.49,3.94,,tn,37912,Knox
824,Burger King,"319 merchants road, knoxville, tn, 37912, us",7.816463414634155,6.99,6.011338549033864,4.5,82,360+,6.99,11.99,3.49,4.99,3.49,,tn,37912,Knox
825,Hardees,"6760 clinton hwy, knoxville, tn, 37912, us",6.3108771929824545,3.62,5.3048174996145425,4.2,85,190+,7.61,0.0,5.19,,2.89,,tn,37912,Knox
826,McDonald,"3223 spencer hwy, pasadena, tx, 77504, us",4.83540322580645,3.77,3.7249265849430353,4.4,137,1,5.19,9.59,1.79,1.29,3.46,,tx,77504,Harris
827,McDonald,"4625 fairmont pky, pasadena, tx, 77504-3311, us",4.903858267716535,3.83,3.855645221542066,4.6,141,1,5.41,9.79,2.0,1.93,3.57,,tx,77504,Harris
828,Jack in the Box,"4104 fairmont parkway, pasadena, tx, 77504, us",7.342727272727274,6.61,3.4814204954126926,4.5,154,600+,5.36,10.49,3.49,2.99,4.11,,tx,77504,Harris
829,Wendy,"4014 spencer highway, pasadena, tx, 77504, us",5.698490566037735,4.87,2.865926302378642,,86,380+,6.94,0.0,3.04,2.67,0.0,4.5,tx,77504,Harris
830,Sonic,"2616 spencer highway, pasadena, tx, 77504, us",5.165142857142858,4.26,3.119057890204826,4.3,85,76,0.0,,9.02,,4.38,,tx,77504,Harris
831,McDonald,"3300 bee cave rd, west lake hills, tx, 78746, us",4.921666666666669,3.69,3.38385833365143,4.6,135,800+,5.49,9.29,2.29,2.19,3.59,,tx,78746,Travis
832,McDonald,"3300 hulen st., fort worth, tx, 76107, us",4.968492063492065,4.04,3.185473493363449,4.4,140,500+,5.11,9.31,2.89,3.19,3.89,,tx,76107,Tarrant
833,McDonald,"3601 camp bowie blvd, fort worth, tx, 76107, us",4.389999999999996,3.99,2.82950172291872,4.7,139,1,5.79,8.89,2.19,1.99,3.69,,tx,76107,Tarrant
834,Jack in the Box,"1500 s university dr, fort worth, tx, 76107, us",7.361419354838713,6.61,3.4632474856299487,4.5,155,380+,5.49,10.48,3.49,2.86,4.49,,tx,76107,Tarrant
835,Jack in the Box,"217 university dr, fort worth, tx, 76107, us",7.086615384615393,6.24,3.799253480082261,4.4,130,430+,5.36,10.99,3.74,3.11,3.74,,tx,76107,Tarrant
836,Wendy,"5900 camp bowie blvd., ft.worth, tx, 76107, us",5.756431226765796,4.87,3.320053395670458,,444,900+,6.33,0.0,2.67,2.31,0.0,4.3,tx,76107,Tarrant
837,Shake Shack,"1601 south university drive, fort worth, tx, 76107, us",20.259798657718093,7.59,32.95157053359678,4.6,456,900+,8.19,,7.89,7.59,4.79,,tx,76107,Tarrant
838,Sonic,"301 university dr, fort worth, tx, 76107, us",4.987430555555551,4.38,3.0192536666386283,4.5,348,600+,0.0,,8.04,,4.26,,tx,76107,Tarrant
839,McDonald,"331 harding pl (i-24), nashville, tn, 37211, us",4.8894531250000055,3.79,3.5668715083638416,4.3,142,1,6.29,10.29,2.49,2.29,3.49,,tn,37211,Davidson
840,McDonald,"5744 nolensville rd, nashville, tn, 37211-6424, us",4.9667460317460375,3.79,3.55634417009027,4.4,140,3,6.29,10.29,2.49,2.29,3.49,,tn,37211,Davidson
841,Burger King,"14999 old hickory boulevard, nashville, tn, 37211, us",6.114096385542169,6.1,3.0098709239204324,4.4,332,900+,7.2,9.8,2.69,4.5,4.05,,tn,37211,Davidson
842,Hardees,"4099 nolensville pike, nashville, tn, 37211, us",5.576086956521737,3.38,4.873355602971967,4.58659793814433,97,600+,7.37,0.0,5.19,,2.89,,tn,37211,Davidson
843,McDonald,"3310 al lipscomb way, dallas, tx, 75210, us",4.818923076923077,3.99,2.9755165669571886,4.0,147,1,5.89,11.09,2.49,2.19,3.79,,tx,75210,Dallas
844,Jack in the Box,"1228 robert b cullum blvd, dallas, tx, 75210, us",7.138815789473691,6.25,3.451840076457034,4.2,152,1,5.99,11.23,3.36,2.99,3.99,,tx,75210,Dallas
845,McDonald,"3313 cleary ave, metairie, la, 70002-5607, us",5.364424778761067,3.75,4.290953220017339,4.3,130,900+,7.13,13.5,2.5,1.69,3.61,,la,70002,Jefferson
846,McDonald,"3532 severn ave, metairie, la, 70002, us",5.381525423728817,3.44,4.288310011861108,4.4,135,700+,7.13,13.5,2.08,1.69,3.61,,la,70002,Jefferson
847,Wendy,"3325 n. causeway blvd., metairie, la, 70002, us",5.726153846153845,4.87,2.886334615874066,,85,340+,6.94,0.0,3.04,2.67,0.0,4.2,la,70002,Jefferson
848,Wendy,"3855 veterans memorial blvd., metairie, la, 70002, us",5.5994117647058825,4.87,2.767485169568784,,83,280+,6.94,0.0,3.04,2.67,0.0,4.0,la,70002,Jefferson
849,Shake Shack,"3501 veterans memorial blvd, metairie, la, 70002, us",20.305555555555557,7.19,32.24810730401643,4.7,92,6,7.89,,7.59,7.19,4.19,,la,70002,Jefferson
850,Sonic,"3913 veterans memorial blvd, metairie, la, 70002, us",5.143055555555556,4.199999999999999,3.0924377470105684,4.1,134,29,8.53,,4.26,,0.0,,la,70002,Jefferson
851,Five Guys,"3100 severn ave., metairie, la, 70002, us",7.275172413793105,6.95,2.668302599664613,4.7,29,3,11.87,,8.99,8.03,6.59,,la,70002,Jefferson
852,McDonald,"3321 saint charles ave, new orleans, la, 70115-4533, us",5.339016393442627,3.75,4.276328747548334,4.1,139,4,7.13,13.5,2.39,1.99,3.61,,la,70115,Orleans
853,Wendy,"4200 s. claiborne, new orleans, la, 70115, us",5.726153846153845,4.87,2.8863346158740666,,85,1,6.94,0.0,3.04,2.67,0.0,4.2,la,70115,Orleans
854,Wendy,"5600 tchoupitoulas st., new orleans, la, 70115, us",5.733018867924527,4.87,2.859403939011845,,86,500+,6.94,0.0,3.04,2.67,0.0,4.1,la,70115,Orleans
855,McDonald,"3340 taylor blvd, louisville, usa, louisville-jefferson county, ky, 40215, us",5.907560975609755,3.89,4.297370975746979,4.1,145,1,7.19,11.49,3.29,2.27,3.79,,ky,40215,Jefferson
